idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Neural 3D Capture and Rendering,Refine SplaTAM or Droid-SLAM 3D capture plus Gaussian Splatting GS code for users to easily capture neural 3D models of scenes. Possibly allow accuracy boosts using Charuco boards in the scene. Be able to localize arbitrary camera poses in the above scenes.,"['Good software development skills', ' good knowledge of deep methods of 3D visual capture and use of Gaussian Splatting models']",Medium to Hard,350 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
3D Object Capture with SplaTAM,Use SplaTAM to capture and log 3D objects to collect a database. Use resulting Neural Render to find/segment the object in a scene. Possibly allow accuracy boosts using Charuco boards.,"['Good software development skills', ' good knowledge of deep methods of 3D visual capture and use of Gaussian Splatting models']",Medium to Hard,350 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
3D Radiance Toolbox,"Create a toolbox for easy capture of radiance scenes using NerfStudio or Droid SLAM plus Gaussian Splatting. Capture scenes from iPhone or Android, calibrate using Charuco boards, and localize views in the scene.","['Good software development skills', ' computer vision/deep net experience', ' iPhone and/or Android experience']",Medium to Hard,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
Multi-camera calibration part 3,"Finish multi-camera calibration algorithm with more test cases, tune accuracy, and build user-friendly tool. Move on to leveraging IMU or marker-free calibration if completed early.","['Mastery of C++ and Python', ' mathematical knowledge of camera calibration']",Medium-Difficult,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
Multi-camera calibration test,"Curate calibration data, collect data with various OpenCV Fiducials, write test scripts, improve documentation, and analyze fiducial accuracy.","['Mastery of C++ and Python', ' mathematical knowledge of camera calibration']",Medium,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
Multi-camera calibration toolbox,Build user-friendly tool for multi-camera calibration with Charuco patterns. Use Monte-Carlo sampling to determine parameter stability and output calibration parameters.,"['Python', ' mathematical knowledge of camera calibration']",Medium-Difficult,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
Quantized models for OpenCV Model Zoo,"Add 8-bit models for object detection, optical flow, pose estimation, text detection, etc., to OpenCV Model Zoo. Benchmark and prove quality of quantized models.","['Very good ML engineering skills', ' good Python programming skills', ' familiarity with model quantization algorithms']",Medium,90 to 175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,15
RISC-V Optimizations,Implement improved loops using OpenCV scalable universal intrinsics or native RVV intrinsics to enhance performance on RISC-V platform.,"['Mastery plus experience coding in C++', ' good skills of optimizing code using SIMD']",Hard,350 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
Dynamic CUDA support in DNN,Make CUDA backend of OpenCV DNN dynamic to accelerate inference on NVidia GPUs without recompiling OpenCV.,"['Mastery plus experience coding in C++', ' practical experience in CUDA']",Hard,350 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
OpenGL support with GTK 3 and GTK 4,Add support for GTK 3+ backend for OpenGL integration in OpenCV 4.x+.,"['C++', ' practice with Linux']",Medium,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
Animated images and other functionality for imgcodecs,Make improvements in opencv_imgcodecs module including support for animation encoding/decoding and zlib-ng integration for png codec.,"['C++', ' practice with Linux']",Medium,90 or 175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,15
Synchronized multi camera video recorder,Implement synchronous recording with multiple cameras using cv::VideoCapture or/and VideoWriter.,['C++'],Easy-Medium,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
libcamera back-end for VideoCapture,Implement MIPI camera support on Raspberry Pi for VideoCapture.,"['C++', ' Linux']",Medium,175 hours,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,9
P4 compiler documentation site,Improve documentation for the reference P4 compiler project (p4c) by building a central documentation site.,['Git'],Easy / Medium,~90 hour / ~175 hour / ~350 hour,The P4 Language Consortium,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,32
Integrate p4-constraints frontend into p4c,Integrate the p4-constraints frontend into the p4c frontend to provide immediate feedback about syntax or type errors in constraints during P4 compilation.,"['Git', ' C++']",Easy,~175 hour,The P4 Language Consortium,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,9
P4 formatter,Build a code formatter for the P4 programming language to unify coding styles and improve engineering productivity.,"['Git', ' C++']",Medium,~175 hour / ~350 hour,The P4 Language Consortium,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,21
BMv2 packet trace support,Provide programmatic access to the trace of a packet going through a P4 pipeline in a structured format.,"['Git', ' C++']",Medium,~175 hour,The P4 Language Consortium,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,9
BMv2 PNA support,Add Portable NIC Architecture (PNA) support to the BMv2 simulator by implementing various externs required by PNA.,"['Git', ' C++']",Medium,~350 hour,The P4 Language Consortium,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,9
P4-enabled container migration in Kubernetes clusters,Provide a P4-based solution for migrating established TCP connections in containerized applications using network protocols such as TCP/IP.,['Git'],Medium / Hard,~350 hour,The P4 Language Consortium,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,9
Neural 3D Capture and Rendering,"Use the OpenCV How to Contribute and see Aruco/ChAruco Markers as a high quality finished example. Add unit tests described here, see also the Aruco test example. Add a tutorial, and sample code see the Aruco tutorials and how they look on the web. See the Aruco samples. Make a short video showing off your algorithm and post it to Youtube.","['OpenCV', ' Aruco/ChAruco Markers', ' Unit Testing', ' Tutorial Creation', ' Video Production']",Hard,8 weeks,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,7
3D Object Capture with SplaTAM,"Generate a pull request that builds with OpenCV appropriate Doxygen documentation. Include unit tests, tutorials, and examples of use. Optionally create a short movie demonstrating the project.","['OpenCV', ' Doxygen Documentation', ' Unit Testing', ' Tutorial Creation', ' Video Production']",Medium,8 weeks,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,7
3D Radiance Toolbox,"Generate a pull request with planned functionality, Doxygen documentation, unit tests, tutorials, and examples of use. Creating a short movie is highly desirable.","['OpenCV', ' Doxygen Documentation', ' Unit Testing', ' Tutorial Creation', ' Video Production']",Medium,8 weeks,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,7
Multi-camera calibration part 3,"Generate a pull request with all or most of the planned functionality, appropriate Doxygen documentation, unit tests, tutorials, and examples of use. Creating a short movie is highly desirable.","['OpenCV', ' Doxygen Documentation', ' Unit Testing', ' Tutorial Creation', ' Video Production']",Easy,8 weeks,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,7
Multi-camera calibration test,"Generate a pull request with all or most of the planned functionality, appropriate Doxygen documentation, unit tests, tutorials, and examples of use. Creating a short movie is highly desirable.","['OpenCV', ' Doxygen Documentation', ' Unit Testing', ' Tutorial Creation', ' Video Production']",Easy,8 weeks,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,7
Multi-camera calibration toolbox,"Generate a pull request with all or most of the planned functionality, appropriate Doxygen documentation, unit tests, tutorials, and examples of use. Creating a short movie is highly desirable.","['OpenCV', ' Doxygen Documentation', ' Unit Testing', ' Tutorial Creation', ' Video Production']",Easy,8 weeks,OpenCV,https://github.com/opencv/opencv/wiki/GSoC_2024,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,7
